epoch,model,metric_name,metric_value,time
32,discriminator,train_mean_loss,0.6529423,0.820232629776001
32,generator,train_mean_loss,3.2541895,0.8203392028808594
32,discriminator,validation_accuracy,0.8872222222222222,0.8203721046447754
33,discriminator,train_mean_loss,0.57990456,0.8192052841186523
33,generator,train_mean_loss,3.7893558,0.819312572479248
33,discriminator,validation_accuracy,0.9066666666666666,0.8193454742431641
34,discriminator,train_mean_loss,0.5691403,0.8211290836334229
34,generator,train_mean_loss,3.440693,0.8212339878082275
34,discriminator,validation_accuracy,0.9333333333333333,0.82126784324646
35,discriminator,train_mean_loss,0.57858616,0.8213949203491211
35,generator,train_mean_loss,4.0389786,0.8215022087097168
35,discriminator,validation_accuracy,0.8716666666666667,0.8215346336364746
36,discriminator,train_mean_loss,0.65650797,0.8200740814208984
36,generator,train_mean_loss,3.5820167,0.8201792240142822
36,discriminator,validation_accuracy,0.7444444444444445,0.82021164894104
37,discriminator,train_mean_loss,0.71838737,0.8169350624084473
37,generator,train_mean_loss,3.2345035,0.8170444965362549
37,discriminator,validation_accuracy,0.7777777777777778,0.81707763671875
38,discriminator,train_mean_loss,0.6022871,0.8176620006561279
38,generator,train_mean_loss,3.378329,0.8177669048309326
38,discriminator,validation_accuracy,0.8711111111111111,0.8177995681762695
39,discriminator,train_mean_loss,0.65046614,0.8196449279785156
39,generator,train_mean_loss,3.6857975,0.8197517395019531
39,discriminator,validation_accuracy,0.8388888888888889,0.8197834491729736
40,discriminator,train_mean_loss,0.6515073,0.8193364143371582
40,generator,train_mean_loss,3.5019133,0.8194429874420166
40,discriminator,validation_accuracy,0.9483333333333334,0.8194749355316162
41,discriminator,train_mean_loss,0.65301,0.8190841674804688
41,generator,train_mean_loss,3.4613175,0.8191916942596436
41,discriminator,validation_accuracy,0.7877777777777778,0.8192253112792969
42,discriminator,train_mean_loss,0.47049737,0.8178083896636963
42,generator,train_mean_loss,5.2396855,0.8179159164428711
42,discriminator,validation_accuracy,0.8572222222222222,0.8179490566253662
43,discriminator,train_mean_loss,0.55671436,0.8172512054443359
43,generator,train_mean_loss,5.142311,0.8173589706420898
43,discriminator,validation_accuracy,0.7405555555555555,0.8173906803131104
44,discriminator,train_mean_loss,0.5323807,0.8180456161499023
44,generator,train_mean_loss,4.0984964,0.8181538581848145
44,discriminator,validation_accuracy,0.8061111111111111,0.8181881904602051
45,discriminator,train_mean_loss,0.5961691,0.8183491230010986
45,generator,train_mean_loss,4.416494,0.8184549808502197
45,discriminator,validation_accuracy,0.9316666666666666,0.8184876441955566
46,discriminator,train_mean_loss,0.62494606,0.8193588256835938
46,generator,train_mean_loss,3.5097153,0.8194656372070312
46,discriminator,validation_accuracy,0.8716666666666667,0.81949782371521
47,discriminator,train_mean_loss,0.62219703,0.8205387592315674
47,generator,train_mean_loss,4.1129017,0.8206510543823242
47,discriminator,validation_accuracy,0.9677777777777777,0.820685625076294
48,discriminator,train_mean_loss,0.62474084,0.8176085948944092
48,generator,train_mean_loss,3.6089916,0.8177165985107422
48,discriminator,validation_accuracy,0.9216666666666666,0.8177506923675537
49,discriminator,train_mean_loss,0.7518805,0.8177332878112793
49,generator,train_mean_loss,3.2749426,0.8178396224975586
49,discriminator,validation_accuracy,0.8688888888888889,0.8178715705871582
50,discriminator,train_mean_loss,0.6232743,0.8196427822113037
50,generator,train_mean_loss,4.174529,0.819749116897583
50,discriminator,validation_accuracy,0.8933333333333333,0.8197815418243408
51,discriminator,train_mean_loss,0.648417,0.8203840255737305
51,generator,train_mean_loss,3.7790167,0.8204891681671143
51,discriminator,validation_accuracy,0.8644444444444445,0.8205218315124512
52,discriminator,train_mean_loss,0.60293597,0.8210630416870117
52,generator,train_mean_loss,4.117473,0.8211703300476074
52,discriminator,validation_accuracy,0.8883333333333333,0.8212037086486816
53,discriminator,train_mean_loss,0.6195445,0.8197283744812012
53,generator,train_mean_loss,4.3816495,0.8198373317718506
53,discriminator,validation_accuracy,0.6183333333333333,0.8198704719543457
54,discriminator,train_mean_loss,0.62103766,0.8175745010375977
54,generator,train_mean_loss,4.502796,0.8176813125610352
54,discriminator,validation_accuracy,0.7494444444444445,0.8177134990692139
55,discriminator,train_mean_loss,0.7512748,0.8190443515777588
